unit	doc_id	source	page	signals	snippet
curvature-misc	07	lectures on Curvature 2025/Expanding-Oct-13-2022-part 1/lectures on Curvature 2025/Expanding-Oct-13-2022-part 1.md	32	2	But when it comes to  $m \leq n - 3$  nothing of the kind seems to be true, where the apparent difficulty stem
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	3	3	opposite to those satisfied under assumption(s)  $\mathcal{A}$ .  ### 1.1.1 Spin Manifolds, Dirac Operators $\
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	4	2	### 1.1.2 Inductive Descent with Minimal Hypersurfaces and Conformal Metrics  [II] Another class of solutions
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	5	3	in [Kazdan-Warner(conformal)],<sup>7</sup> by a simple (for those who knows how to do this kind of things) com
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	8	2	$X$  can be exhausted by compact domains with smooth boundaries,  $$V_1 \subset V_2 \subset \dots \subset V_i
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	9	3	Given a Riemannian metric  $g$  on a product manifold  $X = X_0 \times \mathbb{T}^k$ , a consecutive symmetriz
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	17	2	(b) If  $h$  is the (flat) Euclidean metric on  $\mathbb{R}^{n-1}$  and  $\varphi = \exp t$ , then  $$Sc(g) =
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	18	2	### 2.4.1 Higher Warped Products  Let  $Y$  and  $S$  be Riemannian manifolds with the metrics denoted  $dy^2$
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	19	3	Show that the scalar curvature of this metric, which, being  $\mathbb{R}^N$ -invariant, is regarded as a funct
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	22	2	$$Sc\left(f^{\frac{4}{n-2}}g_0\right) = \gamma_n^{-1}L(f)f^{-\frac{n+2}{n-2}} = \gamma_n^{-1}f^{\frac{2n}{n-2}
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	24	2	If  $n \leq 7$ , then all integer homology classes  $h \in H_{n-1}(X)$  are representable by compact oriented 
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	25	2	If  $n = 8$ , these singularities were proven to be unstable by Nathan Smale; this improves  $n \leq 7$  to  $
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	26	3	## 2.8 Warped $\mathbb{T}^*$ -Stabilization and Sc-Normalization  Many geometric properties of Riemannian mani
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	28	2	*Proof.* Proceed by induction on codimension  $i = 1, 2, \dots, N$  and construct submanifolds  $$X \supset Y_
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	33	3	The following (obvious) corollary to the non-vanishing theorem will be used for construction of stable symmetr
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	34	3	$SL(k)$  is infinite cyclic and if  $k \geq 3$  this group is cyclic of order 2. In both cases,  $F$  comes wi
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	35	4	imply that  there are smooth *closed simply connected* manifolds  $X$  of all dimensions  $n = 4k$ ,  $k = 1,
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	37	4	$X$  admits no metric  $g$  with  $Sc(g) > 0$ .  (We shall describe the status of this problem together with t
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	38	2	Indeed, such an  $E$  defines a *globally* expanding homeomorphism, call it  $\hat{E}$ , from  $X$  onto a fin
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	40	2	If the fibration  $L$  carries a fiber-wise geometric structure  $\mathcal{S}$ , say, **linear**, **affine**, 
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	42	4	The correction term  $\Delta_\varepsilon^\circ$  in this formula is a first order differential (it depends on 
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	44	3	$\circ$  the linear maps  $h : T_x(\mathbb{R}^n) \rightarrow \mathbb{R}^m$  have  $\text{rank}(h) = n$  for al
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	46	2	Indeed, since  $\|v_1 - v_2\|^2 = \|v_1 + v_2\|^2$  for orthogonal vectors, bilinearity of the Clifford produc
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	47	5	the algebra homomorphism from the *real group algebra*  $\mathbb{R}(G_n)^{90}$  to  $Cl_n$  associated with th
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	48	2	$c \in G_n$ , i.e.  $\psi(g) = \psi(cg)$  and where the functions  $\psi \in \Psi_n^-$  are *antisymmetric*,  
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	49	3	**VI. Clifford Conclusion.** Since the Clifford algebra  $Cl_n$  is, as an algebra, generated by  $G_n \subset
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	55	4	where  $R_{\mathcal{S}}(e_i \wedge e_j)$  is the curvature of the bundle  $\mathcal{S}_{2k}$  written as a 2-f
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	58	3	Lichnerowicz is 99% about *delicate smooth topological invariants* of manifolds with  $Sc > 0$ , while [☆] rev
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	60	3	Another way to compare the metrics is by using the *trace of  $\underline{g}$  relative to  $g$* , denoted  $$
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	61	2	Let  $g^\circ = Sc(g) \cdot g$  and  $\underline{g}^\circ = Sc(\underline{g}) \cdot \underline{g}$  be the cor
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	64	4	$1^\infty$  infinite dimensional manifolds  $X^\infty$  with  $Sc(X^\infty) \geq Sc(S^\infty)$ ;  $2^\infty$
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	65	3	But the true picture is more interesting than this "ideal". Here is what one can say in this regard.  (A) If
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	66	3	This  $X$  admits an obvious (infinite dimensional) family of diffeomorphisms  $f : X \rightarrow \underline{X
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	68	2	family of flat complex line bundles  $L_p$  over the torus parametrized by the dual (*Picard*) torus  and thus
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	70	4	(c<sub>2</sub>) Directly define "deg(f)" and prove (c) with the parametric index theorem.  (d) *Families of No
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	74	2	(b) *curvature operators with norms  $\leq \varepsilon$ .*  Now, suppose that (★) follows with the Dirac  $\ma
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	75	2	this (complex unitary line) bundle  $\underline{L} \rightarrow X$  is:  $$curv(\underline{L}) = \frac{1}{2} \s
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	81	2	On the other hand minimal hypersurfaces were used in [GL(complete)1983] for obtaining rough bounds for non-com
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	82	2	**$\frac{2\pi}{n}$ -Inequality.** Let  $X$  be a proper compact Riemannian bands  $X$  of dimension  $n$  with
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	83	2	$width(X) \geq 2\pi\sqrt{\frac{(n-1)}{n\sigma}}$ , then a certain *stable*  $\mu$ -bubble  $Y_{st} \subset X$ 
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	89	3	where minimization and  $\mathbb{T}^\times$ -stabilization (essentially) apply to non-singular parts of these 
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	92	2	**Problem.** Given a closed smooth  $n$ -manifold  $X$  and a number  $N > n$ , evaluate the minimum of the cu
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	96	2	Here, observe, it is as it should be: no contradiction with the above 4, for  $$1 - \frac{1}{n} \leq 2 - \frac
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	97	4	Fortunately, there are now two Dirac theoretic proofs for a large class of  $\nexists$ -PSC manifolds of all d
curvature-misc	08	lectures on Curvature 2025/Formulas\&Di_erential Operators./lectures on Curvature 2025/Formulas\&Di_erential Operators..md	99	2	*Remark.* (a) The conclusion of the theorem, probably, holds if  $\text{sect.curv}(Y_-) \geq 1$  and  $\text{s
curvature-misc	09	lectures on Curvature 2025/PETRUNIN VERONESE /lectures on Curvature 2025/PETRUNIN VERONESE .md	1	3	# Veronese minimizes normal curvatures  Anton Petrunin  ## Abstract  Suppose  $M$  is a closed submanifold in
curvature-misc	09	lectures on Curvature 2025/PETRUNIN VERONESE /lectures on Curvature 2025/PETRUNIN VERONESE .md	4	2	**Claim.** *Let  $M$  be a closed submanifold in  $\mathbb{R}^d$ . Suppose that every geodesic in  $M$  is a p
curvature-misc	09	lectures on Curvature 2025/PETRUNIN VERONESE /lectures on Curvature 2025/PETRUNIN VERONESE .md	5	2	I suspect that the answer to the previous question is *yes*. If  $M$  lies on the boundary of the  $r$ -ball, 
curvature-misc	10	lectures on Curvature 2025/Petrunin Tori/lectures on Curvature 2025/Petrunin Tori.md	1	2	# Gromov's tori are optimal  Anton Petrunin  ## Abstract  We give an optimal bound on normal curvatures of imm
curvature-misc	11	lectures on Curvature 2025/Scalar formulas NY lectures Nov2025/lectures on Curvature 2025/Scalar formulas NY lectures Nov2025.md	6	2	Then the hypersurfaces  $Y_t = Y \times \{t\} \subset X$  are umbilic with the principal curvatures of  $Y_t$ 
curvature-misc	11	lectures on Curvature 2025/Scalar formulas NY lectures Nov2025/lectures on Curvature 2025/Scalar formulas NY lectures Nov2025.md	7	2	$n$  as  $X$ , let  $Y' = \partial X'$  be its boundary sphere, let, let  $Sc(h) > 0$  and let the mean and th
curvature-misc	11	lectures on Curvature 2025/Scalar formulas NY lectures Nov2025/lectures on Curvature 2025/Scalar formulas NY lectures Nov2025.md	8	3	For instance, if the  $L = -\Delta + \frac{1}{2}Sc$  on  $Y$  is strictly positive, that is the lowest eigenva
curvature-misc	11	lectures on Curvature 2025/Scalar formulas NY lectures Nov2025/lectures on Curvature 2025/Scalar formulas NY lectures Nov2025.md	11	3	## 1.6 Conformal Laplacian and the Scalar Curvature of Conformally and non-Conformally Scaled Riemannian Metri
curvature-misc	11	lectures on Curvature 2025/Scalar formulas NY lectures Nov2025/lectures on Curvature 2025/Scalar formulas NY lectures Nov2025.md	13	3	for minimal  $Y$  in manifolds  $X$  with  $Sc(X) > 0$ .  For example, Burago and Toponogov, come close to the
curvature-misc	11	lectures on Curvature 2025/Scalar formulas NY lectures Nov2025/lectures on Curvature 2025/Scalar formulas NY lectures Nov2025.md	15	5	*Idea of the Proof.* Assume without loss of generality that  $\omega$  serves as the curvature form of a compl
curvature-misc	11	lectures on Curvature 2025/Scalar formulas NY lectures Nov2025/lectures on Curvature 2025/Scalar formulas NY lectures Nov2025.md	16	2	(b) (Weakened)  $\mathbb{T}^*$ -Stable 2d Bonnet-Myers Diameter Inequality. If  $Sc(g^*) \geq \sigma$ , then  
curvature-misc	11	lectures on Curvature 2025/Scalar formulas NY lectures Nov2025/lectures on Curvature 2025/Scalar formulas NY lectures Nov2025.md	18	3	Then, at the second step, let  $Y_2 \subset Y_1$  be a hypersurface, such that  $Y_2 \times \mathbb{T}^1 \subs
curvature-misc	11	lectures on Curvature 2025/Scalar formulas NY lectures Nov2025/lectures on Curvature 2025/Scalar formulas NY lectures Nov2025.md	21	2	Indeed, absolute values  $|f|(x)$  are Lipschitz for Lipschitz  $f$ , hence, they are almost everywhere differ
curvature-misc	11	lectures on Curvature 2025/Scalar formulas NY lectures Nov2025/lectures on Curvature 2025/Scalar formulas NY lectures Nov2025.md	22	2	Hence, the difference  $f(x) - e(x)$  assumes minimum at an interior point  $x = x_{y,C} \in U_0$ , such that 
curvature-misc	11	lectures on Curvature 2025/Scalar formulas NY lectures Nov2025/lectures on Curvature 2025/Scalar formulas NY lectures Nov2025.md	23	2	that, consequently, volume minimizing hypersurfaces must be invariant under symmetries of  $X$ .<sup>36</sup> 
curvature-misc	12	lectures on Curvature 2025/curvature-immersion- NY Oct2-2025/lectures on Curvature 2025/curvature-immersion- NY Oct2-2025.md	1	2	# Lectures on Immersions with Controlled Curvatures  Misha Gromov  October 2, 2025  **Historical Preamble:** [
curvature-misc	12	lectures on Curvature 2025/curvature-immersion- NY Oct2-2025/lectures on Curvature 2025/curvature-immersion- NY Oct2-2025.md	4	2	![](_page_3_Picture_18.jpeg)  curvature  $$\text{curv}^\perp(S^1 \xrightarrow{f} \mathbb{R}^2) \leq 2.$$  If t
curvature-misc	12	lectures on Curvature 2025/curvature-immersion- NY Oct2-2025/lectures on Curvature 2025/curvature-immersion- NY Oct2-2025.md	8	2	(f) Let  $r$  be the normal projection from the 3-space to the line  $\mathbb{R} = \mathbb{R}_r$  in space def
curvature-misc	12	lectures on Curvature 2025/curvature-immersion- NY Oct2-2025/lectures on Curvature 2025/curvature-immersion- NY Oct2-2025.md	30	3	*On the Error Term in the Bow Inequality.* One can sharpen the bow inequality (at least the circular one for  
curvature-misc	12	lectures on Curvature 2025/curvature-immersion- NY Oct2-2025/lectures on Curvature 2025/curvature-immersion- NY Oct2-2025.md	31	2	$[\overline{a(s_1), a(s_2)}] \subset A$  and let  $$\alpha_{s_2}[\overline{s_1 s_2}] = \angle(a'(s_2), \text{g
curvature-misc	12	lectures on Curvature 2025/curvature-immersion- NY Oct2-2025/lectures on Curvature 2025/curvature-immersion- NY Oct2-2025.md	35	3	*Exercise.* Show that (domains in) spheres are the only smooth submanifolds in  $\mathbb{R}^N$ , where curves 
curvature-misc	12	lectures on Curvature 2025/curvature-immersion- NY Oct2-2025/lectures on Curvature 2025/curvature-immersion- NY Oct2-2025.md	37	2	*Remark.* The above applies to  $X$  which satisfy a *point-wise version* of the inequality  $\text{rad}_+^\pe
curvature-misc	12	lectures on Curvature 2025/curvature-immersion- NY Oct2-2025/lectures on Curvature 2025/curvature-immersion- NY Oct2-2025.md	40	4	(a) Let  $X_o \hookrightarrow \mathbb{R}^k \subset \mathbb{R}^{N+k}$  be a smooth closed immersed submanifold 
curvature-misc	12	lectures on Curvature 2025/curvature-immersion- NY Oct2-2025/lectures on Curvature 2025/curvature-immersion- NY Oct2-2025.md	41	2	where  $\text{tis } \mathbb{R}^{M_m}$  is represented by the space  $\mathcal{Q} = \mathcal{Q}(\mathbb{R}^{m+1
curvature-misc	12	lectures on Curvature 2025/curvature-immersion- NY Oct2-2025/lectures on Curvature 2025/curvature-immersion- NY Oct2-2025.md	43	2	where equivariance is understood with respect to a certain unitary representation of the isometry group of  $\
curvature-misc	12	lectures on Curvature 2025/curvature-immersion- NY Oct2-2025/lectures on Curvature 2025/curvature-immersion- NY Oct2-2025.md	46	2	homomorphism, (which is a locally isometric immersion) from the Euclidean  $n$ -space to the Clifford  $N$ -to
curvature-misc	12	lectures on Curvature 2025/curvature-immersion- NY Oct2-2025/lectures on Curvature 2025/curvature-immersion- NY Oct2-2025.md	47	2	For instance, the scalar curvature of the  $n$ -th power of the unit 2-sphere is  $$Sc(\underbrace{S^2 \times
curvature-misc	12	lectures on Curvature 2025/curvature-immersion- NY Oct2-2025/lectures on Curvature 2025/curvature-immersion- NY Oct2-2025.md	52	2	Thus, the above inequalities [A] and [B] concerning immersions of  $n$ -manifolds  $X$  to the unit sphere  $S
curvature-misc	12	lectures on Curvature 2025/curvature-immersion- NY Oct2-2025/lectures on Curvature 2025/curvature-immersion- NY Oct2-2025.md	57	2	for all  $\beta \geq 0$ , but  $\beta = 1/4$  is essential for the  $\frac{2\pi}{\sqrt{Sc^*}}$ -inequality bel
curvature-misc	12	lectures on Curvature 2025/curvature-immersion- NY Oct2-2025/lectures on Curvature 2025/curvature-immersion- NY Oct2-2025.md	60	3	To see that, let  $\psi : X \rightarrow \mathbb{R}$  be a Morse function and let  $Z = \psi^{-1}(r_0) \subset 
curvature-misc	12	lectures on Curvature 2025/curvature-immersion- NY Oct2-2025/lectures on Curvature 2025/curvature-immersion- NY Oct2-2025.md	63	3	## 17 References  [A-C-C-D-D-L-O-P 2008] T. Zachary Abel David Charlton Sébastien Collette Erik D. Demaine Mar
curvature-misc	13	lectures on Curvature 2025/donaldson/lectures on Curvature 2025/donaldson.md	2	5	systems. One may want to fix this choice of representation, usually by choosing  $A$  to satisfy the Coulomb g
curvature-misc	13	lectures on Curvature 2025/donaldson/lectures on Curvature 2025/donaldson.md	3	4	Clearly  $YM(A)$  is non-negative and vanishes if and only if the connection is flat: it is broadly analogous 
curvature-misc	13	lectures on Curvature 2025/donaldson/lectures on Curvature 2025/donaldson.md	4	6	delta functions. There is a detailed analogy with the theory of the harmonic maps energy functional, where the
curvature-misc	13	lectures on Curvature 2025/donaldson/lectures on Curvature 2025/donaldson.md	5	4	- (2) The topology of the moduli space  $\mathcal{M}_k$  of instantons; - (3) The existence and indices of oth
curvature-misc	13	lectures on Curvature 2025/donaldson/lectures on Curvature 2025/donaldson.md	6	5	### 2.5 Higher dimensions.  While the scope for variational methods in Yang-Mills theory in higher dimensions
curvature-misc	13	lectures on Curvature 2025/donaldson/lectures on Curvature 2025/donaldson.md	7	4	4-manifold, glued to the trivial flat connection over the remainder of the manifold. These kind of techniques 
curvature-misc	13	lectures on Curvature 2025/donaldson/lectures on Curvature 2025/donaldson.md	8	4	twistor theory.  ### 3.2 The ADHM construction.  The problem of describing all solutions to the Yang-Mills ins
curvature-misc	13	lectures on Curvature 2025/donaldson/lectures on Curvature 2025/donaldson.md	9	5	### 3.4 Moment maps: the Kobayashi-Hitchin conjecture.  Let  $\Sigma$  be a compact Riemann surface. The Jacob
curvature-misc	13	lectures on Curvature 2025/donaldson/lectures on Curvature 2025/donaldson.md	10	3	of Laplace type for a metric on  $E$ . The moment map picture of Atiyah and Bott also extends to this higher d
curvature-misc	13	lectures on Curvature 2025/donaldson/lectures on Curvature 2025/donaldson.md	11	4	rank by Earl and Kirwan [28]. Knowing that  $R_\Sigma$  maps on to  $H^*(M)$ , a full set of relations can (by
curvature-misc	13	lectures on Curvature 2025/donaldson/lectures on Curvature 2025/donaldson.md	12	2	the early 1980's, involved the Yang-Mills instantons. The main issue in 4-manifold theory at that time was the
curvature-misc	13	lectures on Curvature 2025/donaldson/lectures on Curvature 2025/donaldson.md	13	9	where  $R_M$  is a graded ring freely generated by the homology (below the top dimension) of the 4-manifold  $
curvature-misc	13	lectures on Curvature 2025/donaldson/lectures on Curvature 2025/donaldson.md	14	6	This is *a priori* a formal power series in  $H^2(M)$  but *a posteriori* the series converges and can be rega
curvature-misc	13	lectures on Curvature 2025/donaldson/lectures on Curvature 2025/donaldson.md	15	6	generated by the set  $Z$  and a map  $\partial : C_* \rightarrow C_*$  defined by  $$\partial(\langle \rho_-
curvature-misc	13	lectures on Curvature 2025/donaldson/lectures on Curvature 2025/donaldson.md	16	6	3-manifolds. Witten's idea [70] is that these invariants of closed 3-manifolds are Feynmann integrals  $$\int_
curvature-misc	13	lectures on Curvature 2025/donaldson/lectures on Curvature 2025/donaldson.md	17	5	the complex line bundle  $\Lambda^2 S^+$ . This gives a connection on  $S^+$  and hence a Dirac operator  $$D_
curvature-misc	13	lectures on Curvature 2025/donaldson/lectures on Curvature 2025/donaldson.md	18	6	### 4.7 Applications.  Regardless of the connection with the instanton theory, one can go ahead directly to ap
curvature-misc	13	lectures on Curvature 2025/donaldson/lectures on Curvature 2025/donaldson.md	19	2	REFERENCES  1. 1. S. Akbulut and J. McCarthy, *Casson's invariant for homology 3-spheres*, Princton U.P., 1990
curvature-misc	13	lectures on Curvature 2025/donaldson/lectures on Curvature 2025/donaldson.md	20	3	1. 33. N. J. Hitchin, *The self-duality equations over Riemann surfaces*, Proc. London Math. Soc. **55**, 59-1
curvature-misc	14	lectures on Curvature 2025/lecture NY oct 7 225/lectures on Curvature 2025/lecture NY oct 7 225.md	6	2	(b) If  $h$  is the (flat) Euclidean metric on  $\mathbb{R}^{n-1}$  and  $\varphi = \exp t$ , then  $$Sc(g) =
curvature-misc	14	lectures on Curvature 2025/lecture NY oct 7 225/lectures on Curvature 2025/lecture NY oct 7 225.md	7	2	### 0.3.1 Higher Warped Products  Let  $Y$  and  $S$  be Riemannian manifolds with the metrics denoted  $dy^2$
curvature-misc	14	lectures on Curvature 2025/lecture NY oct 7 225/lectures on Curvature 2025/lecture NY oct 7 225.md	8	3	Show that the scalar curvature of this metric, which, being  $\mathbb{R}^N$ -invariant, is regarded as a funct
curvature-misc	14	lectures on Curvature 2025/lecture NY oct 7 225/lectures on Curvature 2025/lecture NY oct 7 225.md	10	2	*Justification of the  $\|d\psi\|^2$  Term.* Let  $X = Y \times \mathbb{R}$  with the product metric and let  
curvature-misc	14	lectures on Curvature 2025/lecture NY oct 7 225/lectures on Curvature 2025/lecture NY oct 7 225.md	11	2	$$Sc\left(f^{\frac{4}{n-2}}g_0\right) = \gamma_n^{-1}L(f)f^{-\frac{n+2}{n-2}} = \gamma_n^{-1}f^{\frac{2n}{n-2} 
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	2	2	at hand, rather than referring to earlier sections in the text. Everything needed for understanding a statemen
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	3	4	| 3.1.2  | MC-Normalization of Hypersurfaces with Positive Mean Curvatures and $Sc$ -Normalized Convex Area Ex
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	10	2	Conversely, one knows that  ( $\star$ ) *compact Kähler manifolds with  $Sc > 0$  are uniruled.*  In fact, thi
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	11	2	$T_\delta$  with the Riemannian metric induced from  $X_+$  has large positive scalar curvature  $\delta$ -awa
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	16	2	For instance, if  $X$  is connected orientable of dimension  $n = 3$ , then it is either diffeomorphic to a ha
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	17	2	(Recall that  $n(n-1)$  is the scalar curvature of the unit sphere  $S^n$ .)  (b) For all  $\varepsilon > 0$ ,
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	18	2	*Proof.* Given a smooth map  $f : X \rightarrow \mathbb{T}^n$ , let  $\tilde{f} : \tilde{X} \rightarrow \mathb
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	21	3	### 1.6.1 Spin Manifolds, Dirac Operators $\mathcal{D}$ , Atiyah-Singer Index Theorem and S-L-W-(B) Formula  [
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	22	2	### 1.6.2 Inductive Descent with Minimal Hypersurfaces and Conformal Metrics  [II] Another class of solutions
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	23	3	this kind of things) computation.<sup>40</sup>  Consecutively applied implication  $Sc(X, g) > 0 \Rightarrow S
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	26	2	### 1.6.5 Warped FCS-Symmetrization of Stable Minimal Hypersurfaces and $\mu$ -Bubbles.  Positivity of the con
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	34	2	## 2.4 Umbilic Hypersurfaces and Warped Product Metrics  A hypersurface  $Y \subset X$  is called *umbilic* if
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	36	3	where  $m = \dim(S)$  and  $\Delta = \sum \nabla_{i,i}$  is the Laplace on  $Y$ .  To prove this, apply the ab
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	42	2	★ $\mathbb{T}^n$  **Mapping to the Torus Corollary.** If a closed orientable  $n$ -manifold  $X$  admits a map
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	43	3	state of knowledge, lie beyond the range of the minimal surface techniques. Here is an instance of this.  **$
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	44	3	*Surface Examples.* Let  $X = (X, g)$  be a closed surface and  $g^*$  be a  $\mathbb{T}^N$ -invariant metric 
